filename,system,genre,prompt_id,axis_varied,axis_type,axis_direction,spectral_centroid_mean,spectral_centroid_std,spectral_centroid_var,spectral_bandwidth_mean,spectral_bandwidth_std,spectral_rolloff_mean,spectral_rolloff_std,spectral_flatness_mean,spectral_flatness_std,spectral_contrast_mean,spectral_contrast_std,zero_crossing_rate_mean,zero_crossing_rate_std,harmonic_ratio,percussive_ratio,tempo,onset_density,onset_strength_mean,onset_strength_std,ioi_mean,ioi_std,ioi_cv,chroma_stft_mean,chroma_stft_std,chroma_stft_var,chroma_cqt_mean,chroma_cqt_std,tonnetz_mean,tonnetz_std,repetition_score,self_similarity_mean,self_similarity_std,rms_mean,rms_std,rms_var,dynamic_range_db,crest_factor,mfcc_0_mean,mfcc_0_std,mfcc_1_mean,mfcc_1_std,mfcc_2_mean,mfcc_2_std,mfcc_3_mean,mfcc_3_std,mfcc_4_mean,mfcc_4_std,mfcc_5_mean,mfcc_5_std,mfcc_6_mean,mfcc_6_std,mfcc_7_mean,mfcc_7_std,mfcc_8_mean,mfcc_8_std,mfcc_9_mean,mfcc_9_std,mfcc_10_mean,mfcc_10_std,mfcc_11_mean,mfcc_11_std,mfcc_12_mean,mfcc_12_std,mfcc_delta_mean,mfcc_delta_std,mfcc_delta2_mean,mfcc_delta2_std
suno_A01.wav,suno,afrobeats,A01,Tempo LOW,tempo,low,1669.3626210137606,1045.323971151332,1092702.2046635908,2420.9096519024624,800.7606475124898,3777.427158414764,3063.1572627647647,0.008597319014370441,0.022339606657624245,23.012850219619622,10.570387068740981,0.0396018013496517,0.029208132205423863,0.693323988091458,0.30667601190854193,99.38401442307692,5.6,2.941990613937378,4.933074474334717,0.17769522180129538,0.06808612514553787,0.38316238588381407,0.37376341223716736,0.32697880268096924,0.10691513866186142,0.46796226501464844,0.27562621235847473,0.023075767162063415,0.11137077787820945,0.13822578134412244,0.13822578134412244,0.22682345200079088,0.15541957318782806,0.08316310495138168,0.006916102021932602,80.0,4.033808435205607,-230.42283630371094,119.65238189697266,96.80984497070312,38.770015716552734,46.33232116699219,37.250057220458984,35.41238021850586,19.687376022338867,32.16398239135742,17.10930061340332,5.56264066696167,18.76298713684082,0.5558807849884033,15.68317985534668,1.4238556623458862,12.2327880859375,-5.250967502593994,9.914725303649902,2.161130905151367,10.267353057861328,-0.44776761531829834,8.985612869262695,2.44521427154541,8.752492904663086,-3.87514591217041,8.054082870483398,0.006198509130626917,7.004751682281494,0.0017307717353105545,5.554488182067871
suno_A02.wav,suno,afrobeats,A02,Tempo HIGH,tempo,high,1896.446982328127,1023.2882248027979,1047118.7910200616,2464.247609225192,657.3977782918514,4267.357529206172,2667.7854453560794,0.015700092539191246,0.032847195863723755,23.079617696287436,11.66757222326318,0.050638015794311146,0.04105111635562678,0.470283224846293,0.529716775153707,117.45383522727273,5.6,3.1040661334991455,5.305757999420166,0.17811234673510126,0.06063778127290027,0.340446815644309,0.3793187737464905,0.3251209557056427,0.10570364445447922,0.6207876801490784,0.2232440710067749,0.022666207347314143,0.05438336481425634,0.11418075031965468,0.11418075031965468,0.20613119135576163,0.17122964560985565,0.07460914552211761,0.005566524341702461,80.0,3.520897874490465,-192.6516571044922,115.82579040527344,83.82820129394531,34.51167297363281,38.33626937866211,31.88741683959961,43.19771957397461,18.18928337097168,16.121501922607422,16.50215721130371,8.349996566772461,12.890467643737793,-1.2337125539779663,11.770819664001465,1.7881263494491577,12.22119426727295,-4.402881145477295,11.360231399536133,2.2117295265197754,10.180371284484863,-1.5819646120071411,9.173751831054688,3.9005184173583984,9.199701309204102,1.1242738962173462,9.630295753479004,0.02035118266940117,7.577508449554443,-0.01153893955051899,5.23162317276001
suno_A03.wav,suno,afrobeats,A03,Density LOW,density,low,1245.6739689829915,957.1193376643923,916077.426531125,2117.9951365364,919.7478124981744,2652.1422961917087,2873.7584398630383,0.00403260812163353,0.0144277298822999,22.86991408566292,10.255367585666308,0.028991888182082044,0.025246498197271816,0.7733705723910929,0.2266294276089072,99.38401442307692,5.133333333333334,2.5945844650268555,4.833855152130127,0.19365138648051816,0.07621444849762019,0.3935652095384691,0.37761005759239197,0.3267078697681427,0.10673803091049194,0.3922783136367798,0.3070591390132904,-0.029328239932571415,0.16020346582734085,0.13641947731524848,0.13641947731524848,0.21191805077828338,0.18244856595993042,0.0961683839559555,0.009248358197510242,80.0,3.579990743832961,-276.4031677246094,112.93218994140625,108.32420349121094,35.65725326538086,64.17867279052734,38.700706481933594,35.33906936645508,17.408050537109375,25.163820266723633,17.77867889404297,1.015919804573059,16.70024299621582,8.1882905960083,14.603734016418457,5.025373935699463,13.35796070098877,2.107290029525757,13.411792755126953,3.55855131149292,12.432256698608398,4.099758148193359,11.62698745727539,1.4540188312530518,11.48442554473877,2.555522918701172,10.401447296142578,-0.02954939194023609,6.6905951499938965,0.0006539607420563698,5.254636287689209
suno_A04.wav,suno,afrobeats,A04,Density HIGH,density,high,1900.1457807463676,1304.7139139498872,1702278.3972544335,2407.5825743603177,869.9866078949098,4154.124880575174,3252.6136247864138,0.020168721675872803,0.04249640181660652,22.28514700869013,11.04739730717355,0.052760451939821984,0.05151342884611598,0.5887760364610121,0.4112239635389879,99.38401442307692,5.966666666666667,3.425842523574829,5.827259063720703,0.16788809905984867,0.055843983601098914,0.33262621897453065,0.3969016671180725,0.32546037435531616,0.10592444986104965,0.5111410617828369,0.26454564929008484,0.018990473278706538,0.07636010234880508,0.11818051661372783,0.11818051661372783,0.20348471925588615,0.157493457198143,0.08288762718439102,0.006870359182357788,80.0,3.854632606938828,-233.5810089111328,135.9553680419922,78.83953094482422,44.037254333496094,44.501407623291016,36.0666618347168,41.94252014160156,21.915754318237305,28.568340301513672,21.817134857177734,14.104453086853027,18.83266830444336,6.3444037437438965,18.592679977416992,1.6798511743545532,15.573984146118164,-8.938199996948242,13.737448692321777,-1.365854024887085,13.201077461242676,-2.1502845287323,11.777824401855469,1.4825782775878906,11.576343536376953,-2.4568114280700684,11.412300109863281,0.006241716910153627,7.999080181121826,0.004307223949581385,6.463205337524414
suno_A05.wav,suno,afrobeats,A05,Texture PERCUSSIVE,texture,percussive,1808.255301566292,1338.2737463558485,1790976.6201853177,2277.921714200535,876.5793364564942,3855.3016875181406,3173.474103268748,0.017912419512867928,0.044712599366903305,23.065160946539,10.73336605293303,0.04995963743227554,0.05303333172539903,0.5882722350985882,0.41172776490141183,99.38401442307692,5.2,2.7649497985839844,4.836843967437744,0.1911526589130276,0.0709129254966131,0.37097535498513634,0.40267688035964966,0.3311271369457245,0.10964517295360565,0.5501042604446411,0.27527353167533875,-0.007310980295398306,0.09350468889825099,0.14019019946101025,0.14019019946101025,0.22207145555356053,0.14698953926563263,0.08814743906259537,0.0077699716202914715,80.0,4.013070173066286,-239.60792541503906,123.52790832519531,88.35408782958984,48.49361038208008,38.58236312866211,36.62831115722656,43.649478912353516,20.14539909362793,29.324249267578125,16.819255828857422,6.841829299926758,14.980525970458984,4.40522575378418,12.412281036376953,5.3033905029296875,11.617410659790039,-3.0257678031921387,10.491535186767578,1.8523834943771362,9.60473918914795,-3.3441576957702637,10.209980964660645,0.5864338278770447,10.259462356567383,-3.8008956909179688,8.89057445526123,-0.0012960588792338967,7.636263847351074,0.0075514549389481544,5.551581382751465
suno_A06.wav,suno,afrobeats,A06,Texture MELODIC,texture,melodic,1495.106128253935,1217.4220063720275,1482116.3415988926,2179.527603186868,889.8536552089677,3077.289725383369,3099.596920108439,0.010188204236328602,0.03262678161263466,23.283148283753285,10.594736353962995,0.037641495743034055,0.04361317327999964,0.5873405864951647,0.41265941350483526,99.38401442307692,4.333333333333333,2.4480690956115723,4.730907917022705,0.23129954824306984,0.08603041723080615,0.3719437322047765,0.3648448586463928,0.33074653148651123,0.10939327627420425,0.4300077557563782,0.2965545952320099,-0.017713547045845674,0.14112079708065556,0.12418599877056877,0.12418599877056877,0.21459254390602722,0.1512504369020462,0.08854600787162781,0.007840395905077457,80.0,4.2952545437107155,-271.2048034667969,121.41393280029297,98.479248046875,42.550445556640625,56.52851104736328,35.01494598388672,43.06257247924805,17.297574996948242,32.21199035644531,12.953660011291504,2.549098014831543,18.64710807800293,2.1419882774353027,13.46307373046875,4.544602394104004,11.819058418273926,-3.415181875228882,10.76090145111084,-3.0614681243896484,10.86156177520752,-7.075290679931641,8.939311981201172,1.5905580520629883,9.660873413085938,-9.123169898986816,8.979124069213867,0.003296783659607172,7.602001190185547,0.002573095727711916,5.334597110748291
suno_A07.wav,suno,afrobeats,A07,Structure LOOP,structure,loop,1514.0632321949538,1043.8308096678948,1089582.7592119325,2328.925934531893,818.0518821370397,3283.1968136247096,3060.755827288679,0.007213040255010128,0.022543782368302345,22.494972915933122,10.745548308441032,0.034148319586880804,0.03042934428084935,0.48571944579554527,0.5142805542044547,99.38401442307692,6.2,3.0857295989990234,5.205366134643555,0.16090801005086722,0.05344507656137119,0.3321467746973927,0.3682350814342499,0.33107033371925354,0.10960756987333298,0.522811233997345,0.26972219347953796,0.032508982752908165,0.08562853857514717,0.1389480481566365,0.1389480481566365,0.22289841695252333,0.15437231957912445,0.07864362001419067,0.006184818688780069,80.0,4.070773080963638,-268.88641357421875,119.59577178955078,90.9978256225586,43.28498840332031,59.62249755859375,42.59091567993164,41.77616500854492,22.475170135498047,30.46918487548828,18.43834686279297,12.055636405944824,15.139243125915527,7.189242362976074,12.311772346496582,2.1851723194122314,10.199034690856934,-3.1288392543792725,9.96549129486084,0.42048677802085876,10.5884370803833,-3.293924570083618,10.339449882507324,-3.776697874069214,10.0887451171875,-4.565669059753418,9.258821487426758,0.01952972263097763,6.590766906738281,-0.0062476154416799545,5.723242282867432
suno_A08.wav,suno,afrobeats,A08,Structure VARIED,structure,varied,1327.5185908787284,1001.9415516115486,1003886.8728457575,2051.336564503737,849.6020765370213,2870.4493094523996,2784.3640349677685,0.007533875759691,0.0261390320956707,23.571788208735075,10.513694650988699,0.02822242949400155,0.024167249822894237,0.7348790766752158,0.26512092332478426,99.38401442307692,5.466666666666667,2.7093746662139893,4.611563205718994,0.1833379241267059,0.07098226915126399,0.38716631864015066,0.4210248589515686,0.32245561480522156,0.10397762805223465,0.43353012204170227,0.26927947998046875,0.03180662147045542,0.10906242479555482,0.12887593397518413,0.12887593397518413,0.21235363345713873,0.18061643838882446,0.09266278147697449,0.008586390875279903,80.0,3.5065297628754033,-245.08094787597656,111.4818344116211,109.97981262207031,43.66877365112305,55.531837463378906,33.46361541748047,41.822265625,14.725105285644531,22.87592315673828,14.044784545898438,6.995057582855225,11.550447463989258,2.1081478595733643,11.862495422363281,1.0022950172424316,11.84775447845459,-7.298552989959717,11.15372085571289,-0.5925986170768738,11.282076835632324,-3.5830719470977783,10.010369300842285,4.301863193511963,9.864595413208008,2.3871355056762695,9.992518424987793,0.008471603505313396,6.637728214263916,0.005318723153322935,5.317116737365723
suno_A09.wav,suno,afrobeats,A09,Combined LOW,combined,combined_low,1961.4220480675847,1406.6884502704177,1978772.3961241895,2542.9830313371594,1010.6019178125698,4437.273168416215,3556.286313196552,0.012498170137405396,0.03619889169931412,22.812951750618804,10.343474415003984,0.04894339263254644,0.04320032540391509,0.5035736177390352,0.49642638226096486,99.38401442307692,5.433333333333334,2.776679277420044,4.905599594116211,0.18231964390694547,0.07141611636796938,0.39170829230238957,0.36446112394332886,0.3410642445087433,0.11632482707500458,0.5539835691452026,0.2682425379753113,-0.010197744237880653,0.0814082024149081,0.1510673740368605,0.1510673740368605,0.24483337059367766,0.16261650621891022,0.10021191090345383,0.010042427107691765,80.0,3.620007988109407,-266.853515625,123.08267974853516,79.44290924072266,51.6290168762207,55.004825592041016,38.436744689941406,33.36519241333008,23.661333084106445,22.237537384033203,18.67424201965332,2.4854421615600586,19.99696159362793,12.504064559936523,16.653162002563477,2.1937241554260254,12.948105812072754,-0.2577272653579712,12.361671447753906,1.4179610013961792,14.037485122680664,0.39943474531173706,13.738734245300293,1.733564019203186,12.373397827148438,-0.7993220686912537,11.969531059265137,0.00993669219315052,7.428354263305664,0.0026096231304109097,5.600165367126465
suno_A10.wav,suno,afrobeats,A10,Combined HIGH,combined,combined_high,2043.9854573821133,1110.5920489064176,1233414.6990941549,2618.0878787355737,730.1267745870052,4693.013288657363,2893.932782394377,0.01659758761525154,0.034570109099149704,22.092803636880664,11.142758874343603,0.0454781830495356,0.031572335667605284,0.5104016149566911,0.4895983850433089,117.45383522727273,5.566666666666666,3.09787917137146,5.280381679534912,0.18016446739338307,0.06513868704032919,0.36155124249944937,0.407925009727478,0.33168452978134155,0.11001462489366531,0.5573286414146423,0.2655022442340851,0.009525585864595315,0.08731428041489149,0.11798647156186258,0.11798647156186258,0.2132682148200743,0.1393621861934662,0.07087339460849762,0.005023037549108267,80.0,3.910721175386637,-220.0435791015625,121.13264465332031,74.41517639160156,34.97603988647461,39.03848648071289,28.92368507385254,41.899932861328125,17.632875442504883,22.871503829956055,16.162261962890625,7.577914714813232,14.562630653381348,7.157580852508545,12.985504150390625,3.0224740505218506,11.903711318969727,-4.903792858123779,11.200316429138184,1.2605719566345215,12.356818199157715,-1.686630368232727,11.813209533691406,3.0102646350860596,10.950961112976074,-0.4130326509475708,9.89111042022705,-0.0008372974116355181,7.495843410491943,-0.006936512887477875,5.2968573570251465
